date|state|state_name|deaths|deaths_inc|cases|cases_inc
2020-03-06|AK|Alaska|0.0|0||0
2020-03-07|AK|Alaska|0.0|0||0
2020-03-08|AK|Alaska|0.0|0||0
2020-03-09|AK|Alaska|0.0|0||0
2020-03-10|AK|Alaska|0.0|0||0
2020-03-11|AK|Alaska|0.0|0||0
2020-03-12|AK|Alaska|0.0|0||0
2020-03-13|AK|Alaska|0.0|0||0
2020-03-14|AK|Alaska|0.0|0||0
2020-03-15|AK|Alaska|0.0|0||0
2020-03-16|AK|Alaska|0.0|0||0
2020-03-17|AK|Alaska|0.0|0|3.0|3
2020-03-18|AK|Alaska|0.0|0|8.0|5
2020-03-19|AK|Alaska|0.0|0|11.0|3
2020-03-20|AK|Alaska|0.0|0|14.0|3
2020-03-21|AK|Alaska|0.0|0|15.0|1
2020-03-22|AK|Alaska|0.0|0|25.0|10
2020-03-23|AK|Alaska|0.0|0|38.0|13
2020-03-24|AK|Alaska|0.0|0|42.0|4
2020-03-25|AK|Alaska|1.0|1|49.0|7
2020-03-26|AK|Alaska|1.0|0|63.0|14
2020-03-27|AK|Alaska|1.0|0|74.0|11
2020-03-28|AK|Alaska|2.0|1|91.0|17
2020-03-29|AK|Alaska|2.0|0|110.0|19
2020-03-30|AK|Alaska|3.0|1|118.0|8
2020-03-31|AK|Alaska|3.0|0|128.0|10
2020-04-01|AK|Alaska|3.0|0|141.0|13
2020-04-02|AK|Alaska|3.0|0|149.0|8
2020-04-03|AK|Alaska|3.0|0|160.0|11
2020-04-04|AK|Alaska|5.0|2|171.0|11
2020-04-05|AK|Alaska|6.0|1|185.0|14
2020-04-06|AK|Alaska|6.0|0|191.0|6
2020-04-07|AK|Alaska|6.0|0|213.0|22
2020-04-08|AK|Alaska|7.0|1|226.0|13
2020-04-09|AK|Alaska|7.0|0|235.0|9
2020-04-10|AK|Alaska|7.0|0|246.0|11
2020-04-11|AK|Alaska|8.0|1|257.0|11
2020-04-12|AK|Alaska|8.0|0|272.0|15
2020-04-13|AK|Alaska|8.0|0|277.0|5
2020-04-14|AK|Alaska|9.0|1|285.0|8
2020-04-15|AK|Alaska|9.0|0|293.0|8
2020-04-16|AK|Alaska|9.0|0|300.0|7
2020-04-17|AK|Alaska|9.0|0|309.0|9
2020-04-18|AK|Alaska|9.0|0|314.0|5
2020-04-19|AK|Alaska|9.0|0|319.0|5
2020-04-20|AK|Alaska|9.0|0|321.0|2
2020-04-21|AK|Alaska|9.0|0|329.0|8
2020-04-22|AK|Alaska|9.0|0|335.0|6
2020-04-23|AK|Alaska|9.0|0|337.0|2
2020-04-24|AK|Alaska|9.0|0|339.0|2
2020-04-25|AK|Alaska|9.0|0|339.0|0
2020-04-26|AK|Alaska|9.0|0|341.0|2
2020-04-27|AK|Alaska|9.0|0|345.0|4
2020-04-28|AK|Alaska|9.0|0|351.0|6
2020-04-29|AK|Alaska|9.0|0|355.0|4
2020-04-30|AK|Alaska|9.0|0|355.0|0
2020-05-01|AK|Alaska|9.0|0|364.0|9
2020-05-02|AK|Alaska|9.0|0|365.0|1
2020-05-03|AK|Alaska|9.0|0|368.0|3
2020-05-04|AK|Alaska|9.0|0|370.0|2
2020-05-05|AK|Alaska|9.0|0|371.0|1
2020-05-06|AK|Alaska|10.0|1|372.0|1
2020-05-07|AK|Alaska|10.0|0|374.0|2
2020-05-08|AK|Alaska|10.0|0|377.0|3
2020-05-09|AK|Alaska|10.0|0|378.0|1
2020-05-10|AK|Alaska|10.0|0|379.0|1
2020-05-11|AK|Alaska|10.0|0|381.0|2
2020-05-12|AK|Alaska|10.0|0|383.0|2
2020-05-13|AK|Alaska|10.0|0|384.0|1
2020-05-14|AK|Alaska|10.0|0|389.0|5
2020-05-15|AK|Alaska|10.0|0|390.0|1
2020-05-16|AK|Alaska|10.0|0|394.0|4
2020-05-17|AK|Alaska|10.0|0|398.0|4
2020-05-18|AK|Alaska|10.0|0|401.0|3
2020-05-19|AK|Alaska|10.0|0|401.0|0
2020-05-20|AK|Alaska|10.0|0|404.0|3
2020-05-21|AK|Alaska|10.0|0|404.0|0
2020-05-22|AK|Alaska|10.0|0|406.0|2
2020-05-23|AK|Alaska|10.0|0|410.0|4
2020-05-24|AK|Alaska|10.0|0|410.0|0
2020-05-25|AK|Alaska|10.0|0|411.0|1
2020-05-26|AK|Alaska|10.0|0|413.0|2
2020-05-27|AK|Alaska|10.0|0|414.0|1
2020-05-28|AK|Alaska|10.0|0|427.0|13
2020-05-29|AK|Alaska|10.0|0|432.0|5
2020-05-30|AK|Alaska|10.0|0|435.0|3
2020-05-31|AK|Alaska|10.0|0|463.0|28
2020-06-01|AK|Alaska|10.0|0|470.0|7
2020-06-02|AK|Alaska|10.0|0|490.0|20
2020-06-03|AK|Alaska|10.0|0|508.0|18
2020-06-04|AK|Alaska|10.0|0|518.0|10
2020-06-05|AK|Alaska|10.0|0|529.0|11
2020-06-06|AK|Alaska|10.0|0|541.0|12
2020-06-07|AK|Alaska|10.0|0|549.0|8
2020-06-08|AK|Alaska|10.0|0|567.0|18
2020-06-09|AK|Alaska|11.0|1|578.0|11
2020-06-10|AK|Alaska|11.0|0|598.0|20
2020-06-11|AK|Alaska|11.0|0|616.0|18
2020-06-12|AK|Alaska|12.0|1|630.0|14
2020-06-13|AK|Alaska|12.0|0|656.0|26
2020-06-14|AK|Alaska|12.0|0|665.0|9
2020-06-15|AK|Alaska|12.0|0|668.0|3
2020-06-16|AK|Alaska|12.0|0|681.0|13
2020-06-17|AK|Alaska|12.0|0|701.0|20
2020-06-18|AK|Alaska|12.0|0|713.0|12
2020-06-19|AK|Alaska|12.0|0|729.0|16
2020-06-20|AK|Alaska|12.0|0|750.0|21
2020-06-21|AK|Alaska|12.0|0|761.0|11
2020-06-22|AK|Alaska|12.0|0|767.0|6
2020-06-23|AK|Alaska|12.0|0|783.0|16
2020-06-24|AK|Alaska|12.0|0|797.0|14
2020-06-25|AK|Alaska|12.0|0|821.0|24
2020-06-26|AK|Alaska|14.0|2|839.0|18
2020-06-27|AK|Alaska|14.0|0|858.0|19
2020-06-28|AK|Alaska|14.0|0|887.0|29
2020-06-29|AK|Alaska|14.0|0|908.0|21
2020-06-30|AK|Alaska|14.0|0|944.0|36
2020-07-01|AK|Alaska|14.0|0|982.0|38
2020-07-02|AK|Alaska|14.0|0|1020.0|38
2020-07-03|AK|Alaska|15.0|1|1065.0|45
2020-07-04|AK|Alaska|16.0|1|1114.0|49
2020-07-05|AK|Alaska|16.0|0|1141.0|27
2020-07-06|AK|Alaska|16.0|0|1168.0|27
2020-07-07|AK|Alaska|17.0|1|1186.0|18
2020-07-08|AK|Alaska|17.0|0|1226.0|40
2020-07-09|AK|Alaska|17.0|0|1273.0|47
2020-07-10|AK|Alaska|17.0|0|1323.0|50
2020-07-11|AK|Alaska|17.0|0|1386.0|63
2020-07-12|AK|Alaska|17.0|0|1478.0|92
2020-07-13|AK|Alaska|17.0|0|1537.0|59
2020-07-14|AK|Alaska|17.0|0|1580.0|43
2020-07-15|AK|Alaska|17.0|0|1631.0|51
2020-07-16|AK|Alaska|17.0|0|1695.0|64
2020-07-17|AK|Alaska|17.0|0|1737.0|42
2020-07-18|AK|Alaska|18.0|1|1799.0|62
2020-07-19|AK|Alaska|18.0|0|1882.0|83
2020-07-20|AK|Alaska|18.0|0|1955.0|73
2020-07-21|AK|Alaska|18.0|0|2045.0|90
2020-07-22|AK|Alaska|19.0|1|2139.0|94
2020-07-23|AK|Alaska|19.0|0|2203.0|64
2020-07-24|AK|Alaska|19.0|0|2260.0|57
2020-07-25|AK|Alaska|20.0|1|2348.0|88
2020-07-26|AK|Alaska|20.0|0|2533.0|185
2020-07-27|AK|Alaska|21.0|1|2627.0|94
2020-07-28|AK|Alaska|22.0|1|2735.0|108
2020-07-29|AK|Alaska|22.0|0|2803.0|68
2020-07-30|AK|Alaska|23.0|1|2887.0|84
2020-07-31|AK|Alaska|23.0|0|2993.0|106
2020-08-01|AK|Alaska|24.0|1|3137.0|144
2020-08-02|AK|Alaska|24.0|0|3273.0|136
2020-08-03|AK|Alaska|25.0|1|3331.0|58
2020-08-04|AK|Alaska|25.0|0|3392.0|61
2020-08-05|AK|Alaska|25.0|0|3447.0|55
2020-08-06|AK|Alaska|25.0|0|3487.0|40
2020-08-07|AK|Alaska|25.0|0|3542.0|55
2020-08-08|AK|Alaska|26.0|1|3621.0|79
2020-08-09|AK|Alaska|26.0|0|3718.0|97
2020-08-10|AK|Alaska|26.0|0|3786.0|68
2020-08-11|AK|Alaska|26.0|0|3835.0|49
2020-08-12|AK|Alaska|27.0|1|3896.0|61
2020-08-13|AK|Alaska|27.0|0|3978.0|82
2020-08-14|AK|Alaska|27.0|0|4078.0|100
2020-08-15|AK|Alaska|28.0|1|4162.0|84
2020-08-16|AK|Alaska|28.0|0|4263.0|101
2020-08-17|AK|Alaska|28.0|0|4313.0|50
2020-08-18|AK|Alaska|29.0|1|4379.0|66
2020-08-19|AK|Alaska|29.0|0|4452.0|73
2020-08-20|AK|Alaska|29.0|0|4535.0|83
2020-08-21|AK|Alaska|30.0|1|4604.0|69
2020-08-22|AK|Alaska|31.0|1|4692.0|88
2020-08-23|AK|Alaska|32.0|1|4758.0|66
2020-08-24|AK|Alaska|32.0|0|4829.0|71
2020-08-25|AK|Alaska|36.0|4|4862.0|33
2020-08-26|AK|Alaska|37.0|1|4914.0|52
2020-08-27|AK|Alaska|37.0|0|4998.0|84
2020-08-28|AK|Alaska|37.0|0|5114.0|116
2020-08-29|AK|Alaska|37.0|0|5207.0|93
2020-08-30|AK|Alaska|37.0|0|5250.0|43
2020-08-31|AK|Alaska|37.0|0|5286.0|36
2020-09-01|AK|Alaska|39.0|2|5321.0|35
2020-09-02|AK|Alaska|39.0|0|5387.0|66
2020-09-03|AK|Alaska|40.0|1|5475.0|88
2020-09-04|AK|Alaska|40.0|0|5594.0|119
2020-09-05|AK|Alaska|42.0|2|5681.0|87
2020-09-06|AK|Alaska|42.0|0|5776.0|95
2020-09-07|AK|Alaska|42.0|0|5810.0|34
2020-09-08|AK|Alaska|42.0|0|5843.0|33
2020-09-09|AK|Alaska|42.0|0|5908.0|65
2020-09-10|AK|Alaska|42.0|0|6022.0|114
2020-09-11|AK|Alaska|43.0|1|6111.0|89
2020-09-12|AK|Alaska|44.0|1|6214.0|103
2020-09-13|AK|Alaska|44.0|0|6275.0|61
2020-09-14|AK|Alaska|44.0|0|6350.0|75
2020-09-15|AK|Alaska|44.0|0|6393.0|43
2020-09-16|AK|Alaska|44.0|0|6443.0|50
2020-09-17|AK|Alaska|44.0|0|6551.0|108
2020-09-18|AK|Alaska|45.0|1|6658.0|107
2020-09-19|AK|Alaska|45.0|0|6752.0|94
2020-09-20|AK|Alaska|45.0|0|6860.0|108
2020-09-21|AK|Alaska|45.0|0|6930.0|70
2020-09-22|AK|Alaska|45.0|0|6987.0|57
2020-09-23|AK|Alaska|45.0|0|7063.0|76
2020-09-24|AK|Alaska|45.0|0|7194.0|131
2020-09-25|AK|Alaska|51.0|6|7320.0|126
2020-09-26|AK|Alaska|52.0|1|7439.0|119
2020-09-27|AK|Alaska|56.0|4|7549.0|110
2020-09-28|AK|Alaska|56.0|0|7663.0|114
2020-09-29|AK|Alaska|56.0|0|7785.0|122
2020-09-30|AK|Alaska|56.0|0|7889.0|104
2020-10-01|AK|Alaska|57.0|1|8026.0|137
2020-10-02|AK|Alaska|57.0|0|8167.0|141
2020-10-03|AK|Alaska|58.0|1|8306.0|139
2020-10-04|AK|Alaska|58.0|0|8447.0|141
2020-10-05|AK|Alaska|58.0|0|8643.0|196
2020-10-06|AK|Alaska|58.0|0|8790.0|147
2020-10-07|AK|Alaska|59.0|1|8911.0|121
2020-10-08|AK|Alaska|60.0|1|9045.0|134
2020-10-09|AK|Alaska|60.0|0|9232.0|187
2020-10-10|AK|Alaska|60.0|0|9462.0|230
2020-10-11|AK|Alaska|60.0|0|9712.0|250
2020-10-12|AK|Alaska|60.0|0|9903.0|191
2020-10-13|AK|Alaska|60.0|0|10059.0|156
2020-10-14|AK|Alaska|64.0|4|10214.0|155
2020-10-15|AK|Alaska|65.0|1|10380.0|166
2020-10-16|AK|Alaska|66.0|1|10601.0|221
2020-10-17|AK|Alaska|67.0|1|10811.0|210
2020-10-18|AK|Alaska|67.0|0|11021.0|210
2020-10-19|AK|Alaska|67.0|0|11225.0|204
2020-10-20|AK|Alaska|67.0|0|11456.0|231
2020-10-21|AK|Alaska|68.0|1|11680.0|224
2020-10-22|AK|Alaska|68.0|0|11919.0|239
2020-10-23|AK|Alaska|68.0|0|12167.0|248
2020-10-24|AK|Alaska|68.0|0|12523.0|356
2020-10-25|AK|Alaska|68.0|0|13041.0|518
2020-10-26|AK|Alaska|68.0|0|13391.0|350
2020-10-27|AK|Alaska|70.0|2|13779.0|388
2020-10-28|AK|Alaska|71.0|1|14131.0|352
2020-10-29|AK|Alaska|77.0|6|14481.0|350
2020-10-30|AK|Alaska|81.0|4|14858.0|377
2020-10-31|AK|Alaska|82.0|1|15312.0|454
2020-11-01|AK|Alaska|83.0|1|15663.0|351
2020-11-02|AK|Alaska|84.0|1|16007.0|344
2020-11-03|AK|Alaska|84.0|0|16390.0|383
2020-11-04|AK|Alaska|84.0|0|16798.0|408
2020-11-05|AK|Alaska|84.0|0|17111.0|313
2020-11-06|AK|Alaska|84.0|0|17618.0|507
2020-11-07|AK|Alaska|84.0|0|18221.0|603
2020-11-08|AK|Alaska|84.0|0|18732.0|511
2020-11-09|AK|Alaska|84.0|0|19196.0|464
2020-11-10|AK|Alaska|92.0|8|19734.0|538
2020-11-11|AK|Alaska|96.0|4|20221.0|487
2020-11-12|AK|Alaska|96.0|0|20702.0|481
2020-11-13|AK|Alaska|96.0|0|21286.0|584
2020-11-14|AK|Alaska|98.0|2|22020.0|734
2020-11-15|AK|Alaska|98.0|0|22662.0|642
2020-11-16|AK|Alaska|98.0|0|23240.0|578
2020-11-17|AK|Alaska|100.0|2|23874.0|634
2020-11-18|AK|Alaska|100.0|0|24419.0|545
2020-11-19|AK|Alaska|101.0|1|24909.0|490
2020-11-20|AK|Alaska|101.0|0|25369.0|460
2020-11-21|AK|Alaska|102.0|1|26044.0|675
2020-11-22|AK|Alaska|103.0|1|26587.0|543
2020-11-23|AK|Alaska|103.0|0|27085.0|498
2020-11-24|AK|Alaska|116.0|13|27669.0|584
2020-11-25|AK|Alaska|116.0|0|28339.0|670
2020-11-26|AK|Alaska|119.0|3|28892.0|553
2020-11-27|AK|Alaska|119.0|0|29554.0|662
2020-11-28|AK|Alaska|121.0|2|30204.0|650
2020-11-29|AK|Alaska|121.0|0|30816.0|612
2020-11-30|AK|Alaska|121.0|0|31323.0|507
2020-12-01|AK|Alaska|122.0|1|31834.0|511
2020-12-02|AK|Alaska|122.0|0|32531.0|697
2020-12-03|AK|Alaska|130.0|8|33291.0|760
2020-12-04|AK|Alaska|142.0|12|34041.0|750
2020-12-05|AK|Alaska|143.0|1|34963.0|922
2020-12-06|AK|Alaska|143.0|0|35720.0|757
2020-12-07|AK|Alaska|146.0|3|36196.0|476
2020-12-08|AK|Alaska|146.0|0|36758.0|562
2020-12-09|AK|Alaska|150.0|4|37342.0|584
2020-12-10|AK|Alaska|155.0|5|37962.0|620
2020-12-11|AK|Alaska|158.0|3|38584.0|622
2020-12-12|AK|Alaska|176.0|18|39101.0|517
2020-12-13|AK|Alaska|176.0|0|39738.0|637
2020-12-14|AK|Alaska|176.0|0|40160.0|422
2020-12-15|AK|Alaska|179.0|3|40438.0|278
2020-12-16|AK|Alaska|181.0|2|41041.0|603
2020-12-17|AK|Alaska|183.0|2|41418.0|377
2020-12-18|AK|Alaska|183.0|0|41905.0|487
2020-12-19|AK|Alaska|184.0|1|42235.0|330
2020-12-20|AK|Alaska|184.0|0|42413.0|178
2020-12-21|AK|Alaska|184.0|0|42563.0|150
2020-12-22|AK|Alaska|194.0|10|43001.0|438
2020-12-23|AK|Alaska|197.0|3|43361.0|360
2020-12-24|AK|Alaska|199.0|2|43629.0|268
2020-12-25|AK|Alaska|199.0|0|43629.0|0
2020-12-26|AK|Alaska|200.0|1|43990.0|361
2020-12-27|AK|Alaska|200.0|0|44280.0|290
2020-12-28|AK|Alaska|200.0|0|44406.0|126
2020-12-29|AK|Alaska|201.0|1|44581.0|175
2020-12-30|AK|Alaska|203.0|2|44966.0|385
2020-12-31|AK|Alaska|206.0|3|45461.0|495
2021-01-01|AK|Alaska|206.0|0|45461.0|0
2021-01-02|AK|Alaska|215.0|9|46262.0|801
2021-01-03|AK|Alaska|215.0|0|46552.0|290
2021-01-04|AK|Alaska|218.0|3|46812.0|260
2021-01-05|AK|Alaska|218.0|0|47006.0|194
2021-01-06|AK|Alaska|220.0|2|47334.0|328
2021-01-07|AK|Alaska|223.0|3|47660.0|326
2021-01-08|AK|Alaska|223.0|0|48063.0|403
2021-01-09|AK|Alaska|224.0|1|48374.0|311
2021-01-10|AK|Alaska|224.0|0|48624.0|250
2021-01-11|AK|Alaska|224.0|0|48797.0|173
2021-01-12|AK|Alaska|224.0|0|48797.0|0
2021-01-13|AK|Alaska|226.0|2|49203.0|406
2021-01-14|AK|Alaska|228.0|2|49535.0|332
2021-01-15|AK|Alaska|229.0|1|49835.0|300
2021-01-16|AK|Alaska|229.0|0|50017.0|182
2021-01-17|AK|Alaska|229.0|0|50296.0|279
2021-01-18|AK|Alaska|229.0|0|50447.0|151
2021-01-19|AK|Alaska|230.0|1|50572.0|125
2021-01-20|AK|Alaska|253.0|23|50732.0|160
2021-01-21|AK|Alaska|254.0|1|50941.0|209
2021-01-22|AK|Alaska|254.0|0|51204.0|263
2021-01-23|AK|Alaska|259.0|5|51445.0|241
2021-01-24|AK|Alaska|259.0|0|51610.0|165
2021-01-25|AK|Alaska|259.0|0|51693.0|83
2021-01-26|AK|Alaska|260.0|1|51778.0|85
2021-01-27|AK|Alaska|261.0|1|51951.0|173
2021-01-28|AK|Alaska|262.0|1|52150.0|199
2021-01-29|AK|Alaska|262.0|0|52335.0|185
2021-01-30|AK|Alaska|262.0|0|52470.0|135
2021-01-31|AK|Alaska|262.0|0|52598.0|128
2021-02-01|AK|Alaska|262.0|0|52668.0|70
2021-02-02|AK|Alaska|279.0|17|52775.0|107
2021-02-03|AK|Alaska|279.0|0|52956.0|181
2021-02-04|AK|Alaska|279.0|0|53114.0|158
2021-02-05|AK|Alaska|279.0|0|53279.0|165
2021-02-06|AK|Alaska|279.0|0|53279.0|0
2021-02-07|AK|Alaska|279.0|0|53279.0|0
2021-02-08|AK|Alaska|279.0|0|53694.0|415
2021-02-09|AK|Alaska|280.0|1|53809.0|115
2021-02-10|AK|Alaska|280.0|0|53991.0|182
2021-02-11|AK|Alaska|280.0|0|54134.0|143
2021-02-12|AK|Alaska|282.0|2|54282.0|148
2021-02-13|AK|Alaska|282.0|0|54282.0|0
2021-02-14|AK|Alaska|282.0|0|54282.0|0
2021-02-15|AK|Alaska|282.0|0|54282.0|0
2021-02-16|AK|Alaska|287.0|5|54736.0|454
2021-02-17|AK|Alaska|288.0|1|54799.0|63
2021-02-18|AK|Alaska|288.0|0|55009.0|210
2021-02-19|AK|Alaska|289.0|1|55198.0|189
2021-02-20|AK|Alaska|289.0|0|55198.0|0
2021-02-21|AK|Alaska|289.0|0|55198.0|0
2021-02-22|AK|Alaska|290.0|1|55507.0|309
2021-02-23|AK|Alaska|290.0|0|55560.0|53
2021-02-24|AK|Alaska|290.0|0|55736.0|176
2021-02-25|AK|Alaska|290.0|0|55886.0|150
2021-02-26|AK|Alaska|290.0|0|55989.0|103
2021-02-27|AK|Alaska|290.0|0|55989.0|0
2021-02-28|AK|Alaska|290.0|0|55989.0|0
2021-03-01|AK|Alaska|300.0|10|56339.0|350
2021-03-02|AK|Alaska|302.0|2|56428.0|89
2021-03-03|AK|Alaska|303.0|1|56605.0|177
2021-03-04|AK|Alaska|303.0|0|56745.0|140
2021-03-05|AK|Alaska|305.0|2|56886.0|141
2021-03-06|AK|Alaska|305.0|0|56886.0|0
2021-03-07|AK|Alaska|305.0|0|56886.0|0
2020-03-07|AL|Alabama||0|0.0|0
2020-03-08|AL|Alabama||0|0.0|0
2020-03-09|AL|Alabama||0|0.0|0
2020-03-10|AL|Alabama||0|0.0|0
2020-03-11|AL|Alabama||0|0.0|0
2020-03-12|AL|Alabama||0|0.0|0
2020-03-13|AL|Alabama||0|1.0|1
2020-03-14|AL|Alabama||0|6.0|5
2020-03-15|AL|Alabama|0.0|0|12.0|6
2020-03-16|AL|Alabama|0.0|0|28.0|16
2020-03-17|AL|Alabama|0.0|0|36.0|8
2020-03-18|AL|Alabama|0.0|0|46.0|10
2020-03-19|AL|Alabama|0.0|0|68.0|22
2020-03-20|AL|Alabama|0.0|0|81.0|13
2020-03-21|AL|Alabama|0.0|0|124.0|43
2020-03-22|AL|Alabama|0.0|0|138.0|14
2020-03-23|AL|Alabama|0.0|0|167.0|29
2020-03-24|AL|Alabama|0.0|0|215.0|48
2020-03-25|AL|Alabama|0.0|0|283.0|68
2020-03-26|AL|Alabama|1.0|1|506.0|223
2020-03-27|AL|Alabama|3.0|2|587.0|81
2020-03-28|AL|Alabama|3.0|0|696.0|109
2020-03-29|AL|Alabama|4.0|1|806.0|110
2020-03-30|AL|Alabama|6.0|2|859.0|53
2020-03-31|AL|Alabama|13.0|7|981.0|122
2020-04-01|AL|Alabama|26.0|13|1077.0|96
2020-04-02|AL|Alabama|32.0|6|1233.0|156
2020-04-03|AL|Alabama|35.0|3|1432.0|199
2020-04-04|AL|Alabama|43.0|8|1580.0|148
2020-04-05|AL|Alabama|45.0|2|1796.0|216
2020-04-06|AL|Alabama|50.0|5|1968.0|172
2020-04-07|AL|Alabama|56.0|6|2119.0|151
2020-04-08|AL|Alabama|66.0|10|2369.0|250
2020-04-09|AL|Alabama|74.0|8|2769.0|400
2020-04-10|AL|Alabama|80.0|6|2968.0|199
2020-04-11|AL|Alabama|91.0|11|3191.0|223
2020-04-12|AL|Alabama|93.0|2|3525.0|334
2020-04-13|AL|Alabama|99.0|6|3734.0|209
2020-04-14|AL|Alabama|110.0|11|3876.0|142
2020-04-15|AL|Alabama|121.0|11|4113.0|237
2020-04-16|AL|Alabama|133.0|12|4345.0|232
2020-04-17|AL|Alabama|144.0|11|4530.0|185
2020-04-18|AL|Alabama|146.0|2|4655.0|125
2020-04-19|AL|Alabama|154.0|8|4837.0|182
2020-04-20|AL|Alabama|167.0|13|5025.0|188
2020-04-21|AL|Alabama|177.0|10|5231.0|206
2020-04-22|AL|Alabama|194.0|17|5465.0|234
2020-04-23|AL|Alabama|197.0|3|5778.0|313
2020-04-24|AL|Alabama|197.0|0|5832.0|54
2020-04-25|AL|Alabama|212.0|15|6137.0|305
2020-04-26|AL|Alabama|216.0|4|6270.0|133
2020-04-27|AL|Alabama|222.0|6|6499.0|229
2020-04-28|AL|Alabama|242.0|20|6687.0|188
2020-04-29|AL|Alabama|245.0|3|6842.0|155
2020-04-30|AL|Alabama|269.0|24|7019.0|177
2020-05-01|AL|Alabama|279.0|10|7158.0|139
2020-05-02|AL|Alabama|288.0|9|7434.0|276
2020-05-03|AL|Alabama|290.0|2|7725.0|291
2020-05-04|AL|Alabama|296.0|6|8025.0|300
2020-05-05|AL|Alabama|313.0|17|8285.0|260
2020-05-06|AL|Alabama|340.0|27|8581.0|296
2020-05-07|AL|Alabama|349.0|9|8898.0|317
2020-05-08|AL|Alabama|375.0|26|9221.0|323
2020-05-09|AL|Alabama|388.0|13|9567.0|346
2020-05-10|AL|Alabama|393.0|5|9777.0|210
2020-05-11|AL|Alabama|401.0|8|10009.0|232
2020-05-12|AL|Alabama|429.0|28|10310.0|301
2020-05-13|AL|Alabama|449.0|20|10617.0|307
2020-05-14|AL|Alabama|467.0|18|10968.0|351
2020-05-15|AL|Alabama|476.0|9|11216.0|248
2020-05-16|AL|Alabama|485.0|9|11523.0|307
2020-05-17|AL|Alabama|488.0|3|11771.0|248
2020-05-18|AL|Alabama|489.0|1|12086.0|315
2020-05-19|AL|Alabama|504.0|15|12376.0|290
2020-05-20|AL|Alabama|517.0|13|12744.0|368
2020-05-21|AL|Alabama|529.0|12|13119.0|375
2020-05-22|AL|Alabama|537.0|8|13563.0|444
2020-05-23|AL|Alabama|546.0|9|13938.0|375
2020-05-24|AL|Alabama|551.0|5|14327.0|389
2020-05-25|AL|Alabama|562.0|11|14730.0|403
2020-05-26|AL|Alabama|575.0|13|15396.0|666
2020-05-27|AL|Alabama|581.0|6|15843.0|447
2020-05-28|AL|Alabama|590.0|9|16310.0|467
2020-05-29|AL|Alabama|605.0|15|16823.0|513
2020-05-30|AL|Alabama|618.0|13|17359.0|536
2020-05-31|AL|Alabama|631.0|13|17903.0|544
2020-06-01|AL|Alabama|646.0|15|18363.0|460
2020-06-02|AL|Alabama|651.0|5|18642.0|279
2020-06-03|AL|Alabama|653.0|2|18851.0|209
2020-06-04|AL|Alabama|653.0|0|19072.0|221
2020-06-05|AL|Alabama|676.0|23|19387.0|315
2020-06-06|AL|Alabama|689.0|13|20043.0|656
2020-06-07|AL|Alabama|692.0|3|20500.0|457
2020-06-08|AL|Alabama|718.0|26|20925.0|425
2020-06-09|AL|Alabama|729.0|11|21422.0|497
2020-06-10|AL|Alabama|744.0|15|21989.0|567
2020-06-11|AL|Alabama|755.0|11|22845.0|856
2020-06-12|AL|Alabama|769.0|14|23710.0|865
2020-06-13|AL|Alabama|773.0|4|24601.0|891
2020-06-14|AL|Alabama|773.0|0|25615.0|1014
2020-06-15|AL|Alabama|774.0|1|26272.0|657
2020-06-16|AL|Alabama|785.0|11|26912.0|640
2020-06-17|AL|Alabama|790.0|5|27312.0|400
2020-06-18|AL|Alabama|810.0|20|28206.0|894
2020-06-19|AL|Alabama|822.0|12|29002.0|796
2020-06-20|AL|Alabama|838.0|16|29549.0|547
2020-06-21|AL|Alabama|839.0|1|30021.0|472
2020-06-22|AL|Alabama|841.0|2|30454.0|433
2020-06-23|AL|Alabama|864.0|23|31097.0|643
2020-06-24|AL|Alabama|891.0|27|32064.0|967
2020-06-25|AL|Alabama|896.0|5|33206.0|1142
2020-06-26|AL|Alabama|907.0|11|34183.0|977
2020-06-27|AL|Alabama|919.0|12|35083.0|900
2020-06-28|AL|Alabama|919.0|0|35441.0|358
2020-06-29|AL|Alabama|929.0|10|37175.0|1734
2020-06-30|AL|Alabama|950.0|21|38045.0|870
2020-07-01|AL|Alabama|972.0|22|38962.0|917
2020-07-02|AL|Alabama|985.0|13|40111.0|1149
2020-07-03|AL|Alabama|1006.0|21|41865.0|1754
2020-07-04|AL|Alabama|1007.0|1|42862.0|997
2020-07-05|AL|Alabama|1007.0|0|43953.0|1091
2020-07-06|AL|Alabama|1007.0|0|44878.0|925
2020-07-07|AL|Alabama|1033.0|26|45785.0|907
2020-07-08|AL|Alabama|1058.0|25|46962.0|1177
2020-07-09|AL|Alabama|1068.0|10|49174.0|2212
2020-07-10|AL|Alabama|1104.0|36|50508.0|1334
2020-07-11|AL|Alabama|1114.0|10|51947.0|1439
2020-07-12|AL|Alabama|1121.0|7|53587.0|1640
2020-07-13|AL|Alabama|1124.0|3|55545.0|1958
2020-07-14|AL|Alabama|1164.0|40|57255.0|1710
2020-07-15|AL|Alabama|1211.0|47|59067.0|1812
2020-07-16|AL|Alabama|1230.0|19|61088.0|2021
2020-07-17|AL|Alabama|1265.0|35|63091.0|2003
2020-07-18|AL|Alabama|1286.0|21|65234.0|2143
2020-07-19|AL|Alabama|1287.0|1|67011.0|1777
2020-07-20|AL|Alabama|1291.0|4|68891.0|1880
2020-07-21|AL|Alabama|1303.0|12|70358.0|1467
2020-07-22|AL|Alabama|1364.0|61|71813.0|1455
